work_id,الاسم,السنة,النوع,سبب_التعديل,tmdbId_القديم,tmdbId_الجديد,الصورة_النهائية,الحالة_النهائية
chou-kaguya-hime-2026,chou-kaguya-hime-2026,,,عمل مكرّر - حُذف ووُجّه (301) إلى: فيلم-chou-kaguya-hime-مترجم,,,,محذوف نهائياً
good-doctor,good-doctor,,,عمل مكرّر - حُذف ووُجّه (301) إلى: the-good-doctor,,,,محذوف نهائياً
hyakuemu-2025,hyakuemu-2025,,,عمل مكرّر - حُذف ووُجّه (301) إلى: فيلم-hyakuemu-مترجم,,,,محذوف نهائياً
nanatsu-no-taizai-movie-2-hikari-ni-norowareshi-mono-tachi-2021,nanatsu-no-taizai-movie-2-hikari-ni-norowareshi-mono-tachi-2021,,,عمل مكرّر - حُذف ووُجّه (301) إلى: فيلم-nanatsu-no-taizai-movie-2-hikari-ni-norowareshi-mono-tachi,,,,محذوف نهائياً
napoleon-2023-مترجم-اون-لاين,napoleon-2023-مترجم-اون-لاين,,,عمل مكرّر - حُذف ووُجّه (301) إلى: napoleon-2023-directors-cut-مترجم-اون-لاين,,,,محذوف نهائياً
paprika-1991,paprika-1991,,,عمل مكرّر - حُذف ووُجّه (301) إلى: فيلم-paprika-مترجم,,,,محذوف نهائياً
predator-killer-of-killers-2025,predator-killer-of-killers-2025,,,عمل مكرّر - حُذف ووُجّه (301) إلى: فيلم-predator-killer-of-killers-مترجم,,,,محذوف نهائياً
rebel-moon-part-one-director-s-cut-2024,rebel-moon-part-one-director-s-cut-2024,,,عمل مكرّر - حُذف ووُجّه (301) إلى: rebel-moon-part-one-directors-cut-2023-مترجم-اون-لاين,,,,محذوف نهائياً
rebel-moon-part-two-director-s-cut-2024,rebel-moon-part-two-director-s-cut-2024,,,عمل مكرّر - حُذف ووُجّه (301) إلى: rebel-moon-part-two-directors-cut-2024-مترجم-اون-لاين,,,,محذوف نهائياً
spy-x-family-code-white-2023,spy-x-family-code-white-2023,,,عمل مكرّر - حُذف ووُجّه (301) إلى: فيلم-spy-x-family-movie-code-white-مترجم,,,,محذوف نهائياً
the-first-slam-dunk-2022,the-first-slam-dunk-2022,,,عمل مكرّر - حُذف ووُجّه (301) إلى: فيلم-the-first-slam-dunk-مترجم,,,,محذوف نهائياً
the-hot-spot,the-hot-spot,,,عمل مكرّر - حُذف ووُجّه (301) إلى: البؤرة-الساخنة-hot-spot,,,,محذوف نهائياً
the-other-2025-مترجم-اون-لاين,the-other-2025-مترجم-اون-لاين,,,عمل مكرّر - حُذف ووُجّه (301) إلى: other-2025-مترجم-اون-لاين,,,,محذوف نهائياً
the-witcher-sirens-of-the-deep-2025,the-witcher-sirens-of-the-deep-2025,,,عمل مكرّر - حُذف ووُجّه (301) إلى: فيلم-the-witcher-sirens-of-the-deep-مترجم,,,,محذوف نهائياً
weapon-2024,weapon-2024,,,عمل مكرّر - حُذف ووُجّه (301) إلى: the-weapon-2023,,,,محذوف نهائياً
فيلم-haikyuu-movie-gomisuteba-no-kessen-مترجم,فيلم-haikyuu-movie-gomisuteba-no-kessen-مترجم,,,عمل مكرّر - حُذف ووُجّه (301) إلى: haikyuu-movie-gomisuteba-no-kessen-2024-مترجم-اون-لاين,,,,محذوف نهائياً
فيلم-shelter-مترجم,فيلم-shelter-مترجم,,,عمل مكرّر - حُذف ووُجّه (301) إلى: shelter-2026-مترجم-اون-لاين,,,,محذوف نهائياً
arte,Arte,2020,anime,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,211991,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/arte.jpg,صورة من CSV
bad-girl,Bad Girl,2022,anime,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,209730,,https://image.tmdb.org/t/p/w500/aSr88pA0EsnZbDtXdSmnC25eRHl.jpg,صورة من TMDB
bakuten,Bakuten!!,2001,anime,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,54728,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/bakuten.jpg,صورة من CSV
boku-no-hero-academia-ona,Boku no Hero Academia,,anime,tmdbId متشارك - أُعيدت المطابقة للنتيجة الصحيحة,280110,65930,https://image.tmdb.org/t/p/w500/a3GlsRvZx7i1a77IVMxuvR7TZj0.jpg,صورة من TMDB
الحلقة-الخاصة-boruto-naruto-the-movie-naruto-ga-hokage-ni-natta-hi,Boruto: Naruto the Movie - Naruto ga Hokage ni Natta Hi,,anime,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1017204,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/الحلقة-الخاصة-boruto-naruto-the-movie-naruto-ga-hokage-ni-natta-hi.jpg,صورة من CSV
charlotte,Charlotte,2015,anime,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,319508,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/charlotte.jpg,صورة من CSV
chuuzenji-sensei-mononoke-kougiroku,Chuuzenji-sensei Mononoke Kougiroku,2025,anime,tmdbId متشارك - أُلغي الإثراء (لا نتيجة موثوقة),275623,,,بلا صورة (placeholder)
dandelion,Dandelion,,anime,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,29345,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/dandelion.jpg,صورة من CSV
اوفا-dungeon-ni-deai-wo-motomeru-no-wa-machigatteiru-darou-ka-ii-ova,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II OVA,,anime,tmdbId متشارك - أُعيدت المطابقة للنتيجة الصحيحة,70590,62745,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/اوفا-dungeon-ni-deai-wo-motomeru-no-wa-machigatteiru-darou-ka-ii-ova.jpg,صورة من CSV
اوفا-dungeon-ni-deai-wo-motomeru-no-wa-machigatteiru-darou-ka-iii-ova,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III OVA,,anime,tmdbId متشارك - أُعيدت المطابقة للنتيجة الصحيحة,70590,62745,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/اوفا-dungeon-ni-deai-wo-motomeru-no-wa-machigatteiru-darou-ka-iii-ova.jpg,صورة من CSV
اوفا-dungeon-ni-deai-wo-motomeru-no-wa-machigatteiru-darou-ka-ova,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka OVA,,anime,tmdbId متشارك - أُعيدت المطابقة للنتيجة الصحيحة,70590,62745,https://image.tmdb.org/t/p/w500/afGt9Agsm7YakvBm7oCazebprLr.jpg,صورة من TMDB
dungeon-ni-deai-wo-motomeru-no-wa-machigatteiru-darou-ka-v-houjou-no-megami-hen,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka V: Houjou no Megami-hen,,anime,tmdbId متشارك - أُعيدت المطابقة للنتيجة الصحيحة,70590,62745,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/dungeon-ni-deai-wo-motomeru-no-wa-machigatteiru-darou-ka-v-houjou-no-megami-hen.jpg,صورة من CSV
haikyuu-second-season,Haikyuu!! Second Season,,anime,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,461762,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/haikyuu-second-season.jpg,صورة من CSV
الحلقة-الخاصة-hajime-no-ippo-champion-road,Hajime no Ippo: Champion Road,,anime,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,45287,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/الحلقة-الخاصة-hajime-no-ippo-champion-road.png,صورة من CSV
اوفا-hajime-no-ippo-mashiba-vs-kimura,Hajime no Ippo: Mashiba vs. Kimura,,anime,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,45288,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/اوفا-hajime-no-ippo-mashiba-vs-kimura.jpg,صورة من CSV
heike-monogatari,Heike Monogatari,1972,anime,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,117999,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/heike-monogatari.png,صورة من CSV
hundred,Hundred,2016,anime,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,97683,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/hundred.png,صورة من CSV
jian-lai,Jian Lai,2024,anime,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,305121,,https://image.tmdb.org/t/p/w500/44LJUcedKZ7fsFeWeOvtLIJzEU.jpg,صورة من TMDB
k-project,K-Project,2012,anime,tmdbId متشارك - أُعيدت المطابقة للنتيجة الصحيحة,45799,63972,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/k-project.png,صورة من CSV
kabushikigaisha-magi-lumiere,Kabushikigaisha Magi Lumiere,2024,anime,tmdbId متشارك - أُلغي الإثراء (لا نتيجة موثوقة),240576,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/kabushikigaisha-magi-lumiere.jpg,صورة من CSV
kara-no-kyoukai-movie-8-shuushou,Kara no Kyoukai Movie 8: Shuushou,,anime,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,47747,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/kara-no-kyoukai-movie-8-shuushou.png,صورة من CSV
kurukshetra,Kurukshetra,2025,anime,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,300894,,https://image.tmdb.org/t/p/w500/xbafLh6kWkWf87dqHdoHFDWGot9.jpg,صورة من TMDB
megalo-box,Megalo Box,2018,anime,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,301022,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/megalo-box.jpg,صورة من CSV
meitantei-precure,Meitantei Precure,2026,anime,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,306721,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/meitantei-precure.jpg,صورة من CSV
mikata-ga-yowasugite-hojo-mahou,Mikata ga Yowasugite Hojo Mahou,2025,anime,tmdbId متشارك - أُلغي الإثراء (لا نتيجة موثوقة),286984,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/mikata-ga-yowasugite-hojo-mahou.jpg,صورة من CSV
omoide-poroporo,Omoide Poroporo,,anime,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,15080,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/omoide-poroporo.jpg,صورة من CSV
الحلقة-الخاصة-one-piece-3d2y-ace-no-shi-wo-koete-luffy-nakama-tono-chikai,One Piece 3D2Y: Ace no shi wo Koete! Luffy Nakama Tono Chikai,,anime,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,290271,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/الحلقة-الخاصة-one-piece-3d2y-ace-no-shi-wo-koete-luffy-nakama-tono-chikai.jpg,صورة من CSV
الحلقة-الخاصة-one-piece-episode-of-merry-mou-hitori-no-nakama-no-monogatari,One Piece: Episode of Merry - Mou Hitori no Nakama no Monogatari,,anime,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,245538,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/الحلقة-الخاصة-one-piece-episode-of-merry-mou-hitori-no-nakama-no-monogatari.jpg,صورة من CSV
pokemon-mezase-pokemon-master,Pokemon: Mezase Pokemon Master,1997,anime,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,60572,,https://image.tmdb.org/t/p/w500/x7ISTLv6ijdNtCyPndyRV2eK6eg.jpg,صورة من TMDB
saikyou-no-shokugyou,Saikyou no Shokugyou,2026,anime,tmdbId متشارك - أُلغي الإثراء (لا نتيجة موثوقة),303460,,/og-default.png,صورة من CSV
shachou-battle-no-jikan-desu,"Shachou, Battle no Jikan desu!",2020,anime,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,98584,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/shachou-battle-no-jikan-desu.jpg,صورة من CSV
shuumatsu-no-walkure-iii,Shuumatsu no Walkure III,2021,anime,tmdbId متشارك - أُلغي الإثراء (لا نتيجة موثوقة),114868,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/shuumatsu-no-walkure-iii.jpg,صورة من CSV
tamon-kun-ima-docchi,Tamon-kun Ima Docchi,2026,anime,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,276393,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/tamon-kun-ima-docchi.jpg,صورة من CSV
الحلقة-الخاصة-umi-ga-kikoeru,Umi ga Kikoeru,,anime,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,21057,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/الحلقة-الخاصة-umi-ga-kikoeru.jpg,صورة من CSV
youkoso-jitsuryoku-shijou-shugi-no-kyoushitsu-e-4th-season-2-nensei-hen-1-gakki,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 4th Season: 2-nensei-hen 1 Gakki,,anime,tmdbId متشارك - أُلغي الإثراء (لا نتيجة موثوقة),72517,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/youkoso-jitsuryoku-shijou-shugi-no-kyoushitsu-e-4th-season-2-nensei-hen-1-gakki.jpg,صورة من CSV
yuusha-party-o-tsuiho-sareta-shiro-madoshi,Yuusha Party o Tsuiho Sareta Shiro Madoshi,2025,anime,tmdbId متشارك - أُلغي الإثراء (لا نتيجة موثوقة),284771,,,بلا صورة (placeholder)
yuusha-yamemasu,"Yuusha, Yamemasu",2022,anime,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,136763,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/yuusha-yamemasu.jpg,صورة من CSV
بدلة-الزفاف-2-c-takimi-2-2025,2 C Takimi 2,2025,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1250054,,https://image.tmdb.org/t/p/w500/1HBhTscXr0HKrBJmweS6OUlAvVs.jpg,صورة من TMDB
2022-1992-مترجم-اون-لاين,2022 1992,2022,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1555301,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/movie/2022-1992-مترجم-اون-لاين.jpg,صورة من CSV
4pm-2024,4PM,2024,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1560252,,https://image.tmdb.org/t/p/w500/h9Pb21R8XpErFm8jl4EgjZplYca.jpg,صورة من TMDB
7-steps-2025-مترجم-اون-لاين,7 Steps,2025,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,254777,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/movie/7-steps-2025-مترجم-اون-لاين.jpg,صورة من CSV
7g-2024,7G,2024,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1312654,,https://image.tmdb.org/t/p/w500/lPochZAucar1LVMTs2lSlXlKLmm.jpg,صورة من TMDB
a-muse-2012,A Muse,1986,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,9426,,https://image.tmdb.org/t/p/w500/8gZWMhJHRvaXdXsNhERtqNHYpH3.jpg,صورة من TMDB
a-part-of-you-2024,A Part of You,2024,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1367163,,https://image.tmdb.org/t/p/w500/k5drATQ5fIn0F1MYPHtyFAq5bT2.jpg,صورة من TMDB
a-poet-2025,A Poet,2025,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1556332,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/movie/a-poet-2025.jpg,صورة من CSV
a-silent-escape-2025,A Silent Escape,2020,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1436943,,https://image.tmdb.org/t/p/w500/se7Lnb9mE4GKGDLn6S2ShGiByba.jpg,صورة من TMDB
a-r-m-2024,A.R.M,2024,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,890138,,https://image.tmdb.org/t/p/w500/OClpEeRlHK3DrFO7QtWXtpDIOK.jpg,صورة من TMDB
ace-2025,Ace,2025,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1531316,,https://image.tmdb.org/t/p/w500/xN9TIGttzJpvzeYGpJoYifrqMFS.jpg,صورة من TMDB
agent-2023,Agent,2022,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,846956,,https://image.tmdb.org/t/p/w500/4tOaGR6mzUAEQzIgWCeVoneRIkp.jpg,صورة من TMDB
almost-family-2025,Almost Family,2025,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1432226,,https://image.tmdb.org/t/p/w500/1aA5ZcKF2QzuadI6TGQGbiD00IF.jpg,صورة من TMDB
amaran-2024,Amaran,2024,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1371786,,https://image.tmdb.org/t/p/w500/ff2Lipcp9bH8GvFVBKNJUFAZGPd.jpg,صورة من TMDB
april-2024,April,2022,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1065997,,https://image.tmdb.org/t/p/w500/yD7dR5khuCDQv7SRKsOdIQeXdGg.jpg,صورة من TMDB
arachnid-2025-مترجم-اون-لاين,Arachnid,2025,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1489498,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/movie/arachnid-2025-مترجم-اون-لاين.jpg,صورة من CSV
artiste-2025,Artiste,2025,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1590808,,https://image.tmdb.org/t/p/w500/jk8xva441IG6Vr3BMgHeYnAtpSz.jpg,صورة من TMDB
backlash-2025-مترجم-اون-لاين,Backlash,2025,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1448936,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/movie/backlash-2025-مترجم-اون-لاين.jpg,صورة من CSV
baloch-2023,Baloch,2023,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1145014,,https://image.tmdb.org/t/p/w500/gKP2adLjsljm9RaSmkW8t5S7M9l.jpg,صورة من TMDB
barroz-2024,Barroz,2024,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,627304,,https://image.tmdb.org/t/p/w500/uv0MQn1EYH9qK7bO8jZG0Cu8R4P.jpg,صورة من TMDB
below-2023,Below,2023,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1101119,,https://image.tmdb.org/t/p/w500/c5aq2QxC6Lv7MLpZm9M1aS9Fubi.jpg,صورة من TMDB
beyond-the-wall-2022,Beyond the Wall,2022,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1096409,,https://image.tmdb.org/t/p/w500/4m9tHc9g1Pm1H6UlmK0KSggVK2s.jpg,صورة من TMDB
biker-2026,Biker,2026,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1667189,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/movie/biker-2026.jpg,صورة من CSV
bionic-2024,Bionic,2024,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1260348,,https://image.tmdb.org/t/p/w500/84Jvj6aHpJLn7D0Yy1ae4zroh4q.jpg,صورة من TMDB
blind-2011,Blind,2009,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,22881,,https://image.tmdb.org/t/p/w500/bMgq7VBriuBFknXEe9E9pVBYGZq.jpg,صورة من TMDB
حب-بلا-وعي-2019-blind-love,Blind Love,2019,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,345919,,https://image.tmdb.org/t/p/w500/z6AJP63GQCt0EIiDOm4H5sYLInv.jpg,صورة من TMDB
boss-2025,Boss,2021,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,513310,,https://image.tmdb.org/t/p/w500/kaOV7OSXrxPcsgNCqyJ2XeEXins.jpg,صورة من TMDB
boundless-2024,Boundless,2024,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1521163,,https://image.tmdb.org/t/p/w500/lTao0uAh2SPsSq7k2toBZXTbXyc.jpg,صورة من TMDB
فيلم-bubble,Bubble,2001,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,9683,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/فيلم-bubble.jpg,صورة من CSV
burning-2018,Burning,1988,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1632,,https://image.tmdb.org/t/p/w500/wvEx2WbxZXYljQ9vSoq37NgeXcJ.jpg,صورة من TMDB
الساحرة-cadi-2024,Cadi,2024,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1250999,,https://image.tmdb.org/t/p/w500/9KeE7l8Lc0ma8ged6DjXaR8Geiz.jpg,صورة من TMDB
camp-2023,Camp,2023,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,986054,,https://image.tmdb.org/t/p/w500/2osbLk1MMt9qjXPKSB2hMcBUyrw.jpg,صورة من TMDB
captura-2023,Captura,2023,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1179621,,https://image.tmdb.org/t/p/w500/vwfd0gAi9A4tT38Kf7mEulGnAwj.jpg,صورة من TMDB
chandra-2026,Chandra,2026,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1538861,,https://image.tmdb.org/t/p/w500/bUUeh0Zpe02HEWDjIqyzil0uaep.jpg,صورة من TMDB
check-2021,Check,2021,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,869275,,https://image.tmdb.org/t/p/w500/c3R4syw4XyTAxMtYj9tRnSNnacS.jpg,صورة من TMDB
فيلم-code-geass-boukoku-no-akito-2-hikisakareshi-yokuryuu-مترجم,Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu,,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,212161,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/فيلم-code-geass-boukoku-no-akito-2-hikisakareshi-yokuryuu-مترجم.jpg,صورة من CSV
coffee-2022,Coffee,2004,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,883,,https://image.tmdb.org/t/p/w500/pfG02QCsutx3PIxFS8UY4iM9AsS.jpg,صورة من TMDB
colony-2026,Colony,2026,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1676498,,https://image.tmdb.org/t/p/w500/o4hrXJseY8bsdsmpSb0lskDuKDg.jpg,صورة من TMDB
dange-2024,Dange,2011,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,48231,,https://image.tmdb.org/t/p/w500/7TPYtzq9ABkfED1JB0tRASamL4z.jpg,صورة من TMDB
dear-2024,DeAr,2024,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1235332,,https://image.tmdb.org/t/p/w500/cnicUcknz2DJzkUqILyZ8IJNEMF.jpg,صورة من TMDB
dead-man-1995-مترجم-اون-لاين,Dead Man,1995,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,687,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/movie/dead-man-1995-مترجم-اون-لاين.jpg,صورة من CSV
desperado-2024,Desperado,2024,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1244247,,https://image.tmdb.org/t/p/w500/iiJfTlrQ7rSXu2rBOv7JeYSV5L.jpg,صورة من TMDB
deva-2025,Deva,2024,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1337415,,,بلا صورة (placeholder)
devil-2023,Devil,2022,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,676547,,,بلا صورة (placeholder)
diesel-2025,Diesel,2025,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1519147,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/movie/diesel-2025.jpg,صورة من CSV
divorce-2024-مترجم-اون-لاين,Divorce,2024,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1133540,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/movie/divorce-2024-مترجم-اون-لاين.jpg,صورة من CSV
drive-2025,Drive,2001,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1018,,https://image.tmdb.org/t/p/w500/im0T2n4XkaacS8OIMuYt4K9ftcb.jpg,صورة من TMDB
dude-2025,Dude,2025,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1714357,,https://image.tmdb.org/t/p/w500/9umk1gHwovUQ4k0djHjKghJsMe5.jpg,صورة من TMDB
dunki-2023,Dunki,2023,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1221881,,https://image.tmdb.org/t/p/w500/bLxMtWbLe90fUyKulUS01uAvCW9.jpg,صورة من TMDB
بيت-الزفاف-d-n-evi-2025,Düğün Evi,2023,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,82881,,,بلا صورة (placeholder)
ehrengard-the-art-of-seduction-2023-مترجم-اون-لاين,Ehrengard: The Art of Seduction,2023,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1178064,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/movie/ehrengard-the-art-of-seduction-2023-مترجم-اون-لاين.jpg,صورة من CSV
eleven-2025,Eleven,2025,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1433001,,https://image.tmdb.org/t/p/w500/k9DxMujMF6OaazzZT6qe99M9aSQ.jpg,صورة من TMDB
emergency-2025,Emergency,2025,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1314802,,https://image.tmdb.org/t/p/w500/uqUJ1a391vHhAk8SmSQnNPIT8fi.jpg,صورة من TMDB
euphoria-2026,Euphoria,2026,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1635340,,https://image.tmdb.org/t/p/w500/hRBNbqe7TPsqw7hQCQ1DY96BeHH.jpg,صورة من TMDB
fast-and-furious-2009-مترجم-اون-لاين,Fast And Furious,2009,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,253835,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/movie/fast-and-furious-2009-مترجم-اون-لاين.jpg,صورة من CSV
faster-2025,Faster,2025,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1631397,,https://image.tmdb.org/t/p/w500/b9MWF0HbU367GdCdrvo9EQu6xCr.jpg,صورة من TMDB
فيلم-fate-grand-order-shinsei-entaku-ryouiki-camelot-2-paladin-agateram,Fate/Grand Order: Shinsei Entaku Ryouiki Camelot 2 - Paladin; Agateram,,movie,tmdbId متشارك - أُعيدت المطابقة للنتيجة الصحيحة,637202,637462,https://image.tmdb.org/t/p/w500/xyARHtLBQ5Dl4Xzlpnr5Ukg3NHy.jpg,صورة من TMDB
forever-forever-2023,Forever-Forever,1995,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,414,,https://image.tmdb.org/t/p/w500/i0fJS8M5UKoETjjJ0zwUiKaR8tr.jpg,صورة من TMDB
freedom-2024,Freedom,2023,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,678512,,https://image.tmdb.org/t/p/w500/qA5kPYZA7FkVvqcEfJRoOy4kpHg.jpg,صورة من TMDB
frontline-2025,Frontline,2025,movie,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,1576465,,https://image.tmdb.org/t/p/w500/zD5GPWuGJojTCUttSsFxoxvBNMo.jpg,صورة من TMDB
