work_id,الاسم,السنة,النوع,سبب_التعديل,tmdbId_القديم,tmdbId_الجديد,الصورة_النهائية,الحالة_النهائية
rangeen,Rangeen,2024,series,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,274066,,https://image.tmdb.org/t/p/w500/xTuK1bIAMuQpjeTt3UW3PjPj7lQ.jpg,صورة من TMDB
real-men-2025,Real Men,2025,series,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,294462,,https://image.tmdb.org/t/p/w500/j3JoXq5jdJZ7Dblb79l50KMK8Gk.jpg,صورة من TMDB
ولادة-جديدة-علي-بحيرة-الجليد-rebirth,Rebirth,2026,series,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,324005,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/series/ولادة-جديدة-علي-بحيرة-الجليد-rebirth.jpg,صورة من CSV
الخلاص-redemption,Redemption,,series,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,106502,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/series/الخلاص-redemption.jpg,صورة من CSV
reply-1988,Reply,1988,series,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,312403,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/series/reply-1988.jpg,صورة من CSV
reverse,Reverse,2024,series,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,302218,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/series/reverse.jpg,صورة من CSV
s-line,S Line,1950,series,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,26663,,https://image.tmdb.org/t/p/w500/A9T7xSQFnlxFgZkqC4lmHYPXhq4.jpg,صورة من TMDB
sky-castle,SKY Castle,1989,series,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,17755,,https://image.tmdb.org/t/p/w500/jmNyFDx7N0a4QqcUALrUWIxRp26.jpg,صورة من TMDB
school-2013,School,2013,series,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,53721,,https://image.tmdb.org/t/p/w500/eBCJc0GS0eiOhZf5PqRapE4iKNw.jpg,صورة من TMDB
انظر-الي-النور-see-the-light,See the Light,,series,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,155421,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/series/انظر-الي-النور-see-the-light.jpg,صورة من CSV
sex-education,Sex Education,2023,series,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,230996,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/series/sex-education.jpg,صورة من CSV
البطانة-الفضية-silver-lining,Silver Lining,,series,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,22694,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/series/البطانة-الفضية-silver-lining.jpg,صورة من CSV
sorry-not-sorry,Sorry Not Sorry,2026,series,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,77705,,https://image.tmdb.org/t/p/w500/78EFVHMF7mvF8t2iwkrAdvaJ6gC.jpg,صورة من TMDB
sote,Sote,2005,series,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,4605,,https://image.tmdb.org/t/p/w500/wAYjFO8TPn7qVtD0nMykFyFQ9XL.jpg,صورة من TMDB
ليلة-الربيع-spring-night,Spring Night,,series,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,28596,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/series/ليلة-الربيع-spring-night.jpg,صورة من CSV
squid-game,Squid Game,2023,series,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,204082,,https://image.tmdb.org/t/p/w500/eAjXAgdjPMZH9Ugub7XYPowFoS1.jpg,صورة من TMDB
surely-tomorrow,Surely Tomorrow,2016,series,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,128781,,https://image.tmdb.org/t/p/w500/uAH3Tfo4AfC0j4ARBTQoUyxxRsp.jpg,صورة من TMDB
tempest,Tempest,2025,series,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,301810,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/series/tempest.jpg,صورة من CSV
territory,Territory,1957,series,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,14412,,https://image.tmdb.org/t/p/w500/sqd4Z8UljfMvLYtdqszay1YtOCy.jpg,صورة من TMDB
the-accident,The Accident,2025,series,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,326265,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/series/the-accident.jpg,صورة من CSV
the-big-c,The Big C,2013,series,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,58290,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/series/the-big-c.jpg,صورة من CSV
the-borderline,The Borderline,2025,series,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,299692,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/series/the-borderline.jpg,صورة من CSV
the-boyfriend,The Boyfriend,2026,series,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,291861,,https://image.tmdb.org/t/p/w500/5AgwfzaJrMOfdVaC5rjWwb0JJuq.jpg,صورة من TMDB
the-boys,The Boys,2026,series,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,299158,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/series/the-boys.jpg,صورة من CSV
the-breakthrough,The Breakthrough,1962,series,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,5090,,https://image.tmdb.org/t/p/w500/tIshJvVOFzHzqqd0bbrNTaXnoUb.jpg,صورة من TMDB
the-crown,The Crown,2023,series,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,236849,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/series/the-crown.jpg,صورة من CSV
the-darkness,The Darkness,1987,series,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,47234,,https://image.tmdb.org/t/p/w500/4BbVcJMRSK4J3O17vxGlCEVfYTH.jpg,صورة من TMDB
the-empress,The Empress,,series,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,61988,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/series/the-empress.jpg,صورة من CSV
the-frog,The Frog,2019,series,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,130622,,https://image.tmdb.org/t/p/w500/2BXUejLijJQkZMdxTXdrAAvaw8l.jpg,صورة من TMDB
the-gardener,The Gardener,2015,series,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,63655,,https://image.tmdb.org/t/p/w500/ruxEDDaJX0RbWEwHdVV8fbiNL44.jpg,صورة من TMDB
الهبة-the-gift,The Gift,,series,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,29432,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/series/الهبة-the-gift.jpg,صورة من CSV
the-glory,The Glory,2001,series,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,10231,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/series/the-glory.jpg,صورة من CSV
the-heritage,The Heritage,2009,series,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,43663,,https://image.tmdb.org/t/p/w500/1cPl45TrR9qffMpmyZ4a3WumSid.jpg,صورة من TMDB
the-hooligan,The Hooligan,2026,series,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,317494,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/series/the-hooligan.jpg,صورة من CSV
the-hunt,The Hunt,2025,series,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,285295,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/series/the-hunt.jpg,صورة من CSV
the-jinx-the-life-and-deaths-of-robert-durst,The Jinx: The Life and Deaths of Robert Durst,2015,series,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,61929,,https://image.tmdb.org/t/p/w500/yfc1MOI3IjUmeNd1CiWVYF57GNS.jpg,صورة من TMDB
the-leopard,The Leopard,,series,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,30014,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/series/the-leopard.jpg,صورة من CSV
السراب-the-mirage,The Mirage,,series,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,56506,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/series/السراب-the-mirage.jpg,صورة من CSV
the-ranch,The Ranch,2019,series,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,295676,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/series/the-ranch.jpg,صورة من CSV
the-season,The Season,2026,series,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,321623,,https://image.tmdb.org/t/p/w500/kPz9M2hbZVRue9bbZAHKB9RrXox.jpg,صورة من TMDB
the-signal,The Signal,2025,series,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,299395,,https://image.tmdb.org/t/p/w500/zPDW51LSuzOndvVrgKQMMkFnaII.jpg,صورة من TMDB
the-tailor,The Tailor,2024,series,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,261508,,https://image.tmdb.org/t/p/w500/5YVS9eBNhhX2N2ZtwFAJ0rxaaGq.jpg,صورة من TMDB
the-tiktok-killer,The TikTok Killer,2024,series,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,244442,,https://image.tmdb.org/t/p/w500/IT2dEVHbMBenmDouyHSebkuNjr.jpg,صورة من TMDB
الحقيقة-the-truth,The Truth,,series,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,11894,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/series/الحقيقة-the-truth.jpg,صورة من CSV
the-tyrant,The Tyrant,1968,series,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,154817,,https://image.tmdb.org/t/p/w500/4oqgjIClRQBwdqWJXAqtT6CGrMX.jpg,صورة من TMDB
the-united-states-of-al,The United States of Al,1972,series,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,18752,,https://image.tmdb.org/t/p/w500/qwTv24KwCvn1tG4rfcQLFIZd1rs.jpg,صورة من TMDB
الغير-مرئيين-the-unseen,The Unseen,,series,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,21221,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/series/الغير-مرئيين-the-unseen.jpg,صورة من CSV
the-whirlwind,The Whirlwind,2015,series,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,68657,,https://image.tmdb.org/t/p/w500/hUye3TnlXvq08FKhaBtChoZ9vR0.jpg,صورة من TMDB
the-witch,The Witch,1996,series,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,3105,,https://image.tmdb.org/t/p/w500/nNhj3coHNVVJPVM7fm5PEYVTCMO.jpg,صورة من TMDB
انقاذ-الزمن-time-rescue,Time Rescue,,series,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,121093,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/series/انقاذ-الزمن-time-rescue.jpg,صورة من CSV
two-graves,Two Graves,2022,series,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,202761,,https://image.tmdb.org/t/p/w500/cvCzL1RfVSvSaWBQxVZYUsnm5UH.jpg,صورة من TMDB
عم-uncle,Uncle,,series,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,47035,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/series/عم-uncle.jpg,صورة من CSV
نحن-متخفون-undercover-us,Undercover Us,,series,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,33297,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/series/نحن-متخفون-undercover-us.jpg,صورة من CSV
uonderbois,Uonderbois,2024,series,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,215798,,https://image.tmdb.org/t/p/w500/4kvehGv1ByB4qzXNGz4djUQYlWq.jpg,صورة من TMDB
villains,Villains,2023,series,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,233815,,https://image.tmdb.org/t/p/w500/k7YL1VBrHGVsbou3U1LHUVXl44o.jpg,صورة من TMDB
vincenzo,Vincenzo,2022,series,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,213120,,https://image.tmdb.org/t/p/w500/m5eesqrd7gw2bosN2CCYZojuP7z.jpg,صورة من TMDB
wayward,Wayward,2015,series,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,53425,,https://image.tmdb.org/t/p/w500/mK9MowBCPEn7RbsDXqN0MxyPc4.jpg,صورة من TMDB
woman-of-the-dead,Woman of the Dead,1995,series,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,73548,,https://image.tmdb.org/t/p/w500/s5rBXJ2CFK9rWRZmLl0vqrPcSrM.jpg,صورة من TMDB
wonderful-world,Wonderful World,1997,series,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,23936,,https://image.tmdb.org/t/p/w500/liQIvgYvnNwqjV6MvnFzvlXJNL2.jpg,صورة من TMDB
yellowstone,Yellowstone,2022,series,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,214951,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/series/yellowstone.jpg,صورة من CSV
you-re-beautiful,You're Beautiful,2011,series,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,79603,,https://image.tmdb.org/t/p/w500/rTydXk0FoNkcoSiCBYeqRdaSer9.jpg,صورة من TMDB
younger,Younger,2021,series,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,133366,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/series/younger.jpg,صورة من CSV
toile,Étoile,2017,series,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,71402,,https://image.tmdb.org/t/p/w500/pGpBXAma5twHMjw6UPQKD9xuUyn.jpg,صورة من TMDB
الامير,الامير,2007,series,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,3215,,https://image.tmdb.org/t/p/w500/oQ37FBHA7ABhnAKpmdOMVLV4Dib.jpg,صورة من TMDB
الاول-والاخير-انت,الاول والاخير انت,2021,series,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,131906,,https://image.tmdb.org/t/p/w500/2k4hd1fWFSZaiJ8ii91znKmrU5R.jpg,صورة من TMDB
الحامي,الحامي,,series,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,982744,,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/series/%D8%A7%D9%84%D8%AD%D8%A7%D9%85%D9%8A.jpg,صورة من CSV
الحب-الغير-مكتمل,الحب الغير مكتمل,2020,series,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,103357,,https://image.tmdb.org/t/p/w500/3nFaaeWhtQ2jdyWTmKnI5iTaOWK.jpg,صورة من TMDB
الشركة,الشركة,2020,series,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,102468,,https://image.tmdb.org/t/p/w500/u9VJcOATZy5y3kRAJrtcAOq1LVA.jpg,صورة من TMDB
الغزال,الغزال,2021,series,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,121642,,https://image.tmdb.org/t/p/w500/oq29aN9vxcf5qRAuB2fmd9IpTED.jpg,صورة من TMDB
المؤثر,المؤثر,2024,series,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,243149,,https://image.tmdb.org/t/p/w500/4uGjITOG6rHQYb3pAC4tsgIUEtl.jpg,صورة من TMDB
المحقق,المحقق,1996,series,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,30983,,https://image.tmdb.org/t/p/w500/9BhczLWHd0O9qOgBzO9dWKKH01a.jpg,صورة من TMDB
الموازين,الموازين,2024,series,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,251317,,https://image.tmdb.org/t/p/w500/rcwKxmZ6fROO76bCJaVlPKzG6FE.jpg,صورة من TMDB
ايزيل,ايزيل,2009,series,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,32519,,https://image.tmdb.org/t/p/w500/52Js8g74tqk5PdaAIVxnVKqEqo7.jpg,صورة من TMDB
في,في,2019,series,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,301994,,https://image.tmdb.org/t/p/w500/m0Vk24KLaKBMiCVuk7cRhsILyqW.jpg,صورة من TMDB
وماذا-بعد,وماذا بعد,2024,series,مطابقة خاطئة (تشابه أسماء) - أُلغي الإثراء,245238,,https://image.tmdb.org/t/p/w500/qiFFImtnJIe7lTJmF09gtMknkds.jpg,صورة من TMDB
