id,name,type,year,source,image_url,match_status
saihate-no-paladin,Saihate no Paladin,anime,,witanime,,not_found_on_site
saikyou-onmyouji-no-isekai-tenseiki,Saikyou Onmyouji no Isekai Tenseiki,anime,,witanime,,not_found_on_site
sakura-sou-no-pet-na-kanojo,Sakura-sou no Pet na Kanojo,anime,,witanime,,not_found_on_site
seija-musou-salaryman-isekai-de-ikinokoru-tame-ni-ayumu-michi,"Seija Musou: Salaryman, Isekai de Ikinokoru Tame ni Ayumu Michi",anime,,witanime,,not_found_on_site
seiken-densetsu-legend-of-mana-the-teardrop-crystal,Seiken Densetsu: Legend of Mana - The Teardrop Crystal,anime,,witanime,,not_found_on_site
seiken-gakuin-no-makentsukai,Seiken Gakuin no Makentsukai,anime,,witanime,,not_found_on_site
seishun-buta-yarou-wa-odekake-sister-no-yume-wo-minai,Seishun Buta Yarou wa Odekake Sister no Yume wo Minai,anime,,witanime,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/فيلم-seishun-buta-yarou-wa-odekake-sister-no-yume-wo-minai.jpg,matched_name
sekirei,Sekirei,anime,,witanime,,not_found_on_site
sekirei-hajimete-no-otsukai,Sekirei: Hajimete no Otsukai,anime,,witanime,,not_found_on_site
sekirei-pure-engagement,Sekirei: Pure Engagement,anime,,witanime,,not_found_on_site
shadowverse-flame,Shadowverse Flame,anime,,witanime,,not_found_on_site
shaman-king-2021-2,Shaman King (2021),anime,,witanime,,not_found_on_site
shingeki-no-kyojin-lost-girls,Shingeki no Kyojin: Lost Girls,anime,,witanime,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/shingeki-no-kyojin-lost-girls.png,matched_slug
shinkalion-change-the-world,Shinkalion: Change the World,anime,,witanime,,not_found_on_site
shinmai-maou-no-testament,Shinmai Maou no Testament,anime,,witanime,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/shinmai-maou-no-testament.png,matched_slug
shinmai-maou-no-testament-burst,Shinmai Maou no Testament Burst,anime,,witanime,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/shinmai-maou-no-testament-burst.jpg,matched_slug
shinmai-maou-no-testament-burst-toujou-basara-no-shigoku-heiwa-na-nichijou,Shinmai Maou no Testament Burst: Toujou Basara no Shigoku Heiwa na Nichijou,anime,,witanime,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/اوفا-shinmai-maou-no-testament-burst-toujou-basara-no-shigoku-heiwa-na-nichijou.jpg,matched_name
shinmai-maou-no-testament-departures,Shinmai Maou no Testament Departures,anime,,witanime,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/اوفا-shinmai-maou-no-testament-departures.jpg,matched_name
shinmai-maou-no-testament-toujou-basara-no-hard-sweet-na-nichijou,Shinmai Maou no Testament: Toujou Basara no Hard Sweet na Nichijou,anime,,witanime,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/اوفا-shinmai-maou-no-testament-toujou-basara-no-hard-sweet-na-nichijou.jpg,matched_name
shinmai-renkinjutsushi-no-tenpo-keiei,Shinmai Renkinjutsushi no Tenpo Keiei,anime,,witanime,,not_found_on_site
shinobi-no-ittoki,Shinobi no Ittoki,anime,,witanime,,not_found_on_site
shiro-seijo-to-kuro-bokushi,Shiro Seijo to Kuro Bokushi,anime,,witanime,,not_found_on_site
show-by-rock-stars,Show by Rock!! Stars!!,anime,,witanime,,not_found_on_site
shuumatsu-no-walkure,Shuumatsu no Walküre,anime,,witanime,,not_found_on_site
sin-nanatsu-no-taizai,Sin: Nanatsu no Taizai,anime,,witanime,,not_found_on_site
skip-to-loafer,Skip to Loafer,anime,,witanime,,not_found_on_site
spriggan,Spriggan,anime,,witanime,,not_found_on_site
spy-kyoushitsu,Spy Kyoushitsu,anime,,witanime,,not_found_on_site
suki-na-ko-ga-megane-wo-wasureta,Suki na Ko ga Megane wo Wasureta,anime,,witanime,,not_found_on_site
super-dragon-ball-heroes,Super Dragon Ball Heroes,anime,,witanime,,not_found_on_site
sword-art-online-2,Sword Art Online,anime,,witanime,,not_found_on_site
sword-art-online-alternative-gun-gale-online-2,Sword Art Online Alternative: Gun Gale Online,anime,,witanime,,not_found_on_site
sword-art-online-alternative-gun-gale-online-ii-2,Sword Art Online Alternative: Gun Gale Online II,anime,,witanime,,not_found_on_site
sword-art-online-ii-2,Sword Art Online II,anime,,witanime,,not_found_on_site
sword-art-online-movie-ordinal-scale,Sword Art Online Movie: Ordinal Scale,anime,,witanime,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/فيلم-sword-art-online-movie-ordinal-scale-مترجم.jpg,matched_name
sword-art-online-alicization-2,Sword Art Online: Alicization,anime,,witanime,,not_found_on_site
sword-art-online-alicization-war-of-underworld-2,Sword Art Online: Alicization - War of Underworld,anime,,witanime,,not_found_on_site
sword-art-online-alicization-war-of-underworld-2nd-season-2,Sword Art Online: Alicization - War of Underworld 2nd Season,anime,,witanime,,not_found_on_site
sword-art-online-extra-edition,Sword Art Online: Extra Edition,anime,,witanime,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/الحلقة-الخاصة-sword-art-online-extra-edition.jpg,matched_name
sword-art-online-progressive-movie-hoshi-naki-yoru-no-aria,Sword Art Online: Progressive Movie - Hoshi Naki Yoru no Aria,anime,,witanime,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/فيلم-sword-art-online-progressive-movie-hoshi-naki-yoru-no-aria.jpg,matched_name
sword-art-online-progressive-movie-kuraki-yuuyami-no-scherzo,Sword Art Online: Progressive Movie - Kuraki Yuuyami no Scherzo,anime,,witanime,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/فيلم-sword-art-online-progressive-movie-kuraki-yuuyami-no-scherzo.jpg,matched_name
taisou-zamurai,Taisou Zamurai,anime,,witanime,,not_found_on_site
tales-of-zestiria-the-x,Tales of Zestiria the X,anime,,witanime,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/tales-of-zestiria-the-x.jpg,matched_slug
tales-of-zestiria-the-x-2nd-season,Tales of Zestiria The X 2nd Season,anime,,witanime,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/tales-of-zestiria-the-x-2nd-season.jpg,matched_slug
tearmoon-teikoku-monogatari-dantoudai-kara-hajimaru-hime-no-tensei-gyakuten-stor,"Tearmoon Teikoku Monogatari: Dantoudai kara Hajimaru, Hime no Tensei Gyakuten Story",anime,,witanime,,not_found_on_site
technoroid-overmind,Technoroid: Overmind,anime,,witanime,,not_found_on_site
tengoku-daimakyou,Tengoku Daimakyou,anime,,witanime,,not_found_on_site
tensei-kizoku-no-isekai-boukenroku-jichou-wo-shiranai-kamigami-no-shito,Tensei Kizoku no Isekai Boukenroku: Jichou wo Shiranai Kamigami no Shito,anime,,witanime,,not_found_on_site
tensei-oujo-to-tensai-reijou-no-mahou-kakumei,Tensei Oujo to Tensai Reijou no Mahou Kakumei,anime,,witanime,,not_found_on_site
tensei-shitara-ken-deshita,Tensei shitara Ken Deshita,anime,,witanime,,not_found_on_site
teppen,Teppen!!!!!!!!!!!!!!!,anime,,witanime,,not_found_on_site
tesla-note,Tesla Note,anime,,witanime,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/tesla-note.jpg,matched_slug
the-idolm-ster-cinderella-girls-u149,The IDOLM@STER Cinderella Girls: U149,anime,,witanime,,not_found_on_site
the-idolm-ster-million-live,The iDOLM@STER Million Live!,anime,,witanime,,not_found_on_site
the-legend-of-heroes-sen-no-kiseki-northern-war,The Legend of Heroes: Sen no Kiseki - Northern War,anime,,witanime,,not_found_on_site
the-marginal-service,The Marginal Service,anime,,witanime,,not_found_on_site
thermae-romae-novae,Thermae Romae Novae,anime,,witanime,,not_found_on_site
toaru-kagaku-no-railgun-t,Toaru Kagaku no Railgun T,anime,,witanime,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/toaru-kagaku-no-railgun-t.jpg,matched_slug
toaru-ossan-no-vrmmo-katsudouki,Toaru Ossan no VRMMO Katsudouki,anime,,witanime,,not_found_on_site
tokyo-mew-mew-new,Tokyo Mew Mew New ♡,anime,,witanime,,not_found_on_site
tokyo-revengers,Tokyo Revengers,anime,,witanime,,not_found_on_site
tomo-chan-wa-onnanoko,Tomo-chan wa Onnanoko!,anime,,witanime,,not_found_on_site
totsukuni-no-shoujo-2022,Totsukuni no Shoujo (2022),anime,,witanime,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/اوفا-totsukuni-no-shoujo-2022.jpg,matched_name
triage-x,Triage X,anime,,witanime,,not_found_on_site
triage-x-recollection-xoxo,Triage X: Recollection XOXO,anime,,witanime,,not_found_on_site
trigun-stampede,Trigun Stampede,anime,,witanime,,not_found_on_site
tsukimonogatari,Tsukimonogatari,anime,,witanime,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/tsukimonogatari.png,matched_slug
tsundere-akuyaku-reijou-liselotte-to-jikkyou-no-endou-kun-to-kaisetsu-no-kobayas,Tsundere Akuyaku Reijou Liselotte to Jikkyou no Endou-kun to Kaisetsu no Kobayashi-san,anime,,witanime,,not_found_on_site
uchi-no-kaisha-no-chiisai-senpai-no-hanashi,Uchi no Kaisha no Chiisai Senpai no Hanashi,anime,,witanime,,not_found_on_site
uchi-no-shishou-wa-shippo-ga-nai,Uchi no Shishou wa Shippo ga Nai,anime,,witanime,,not_found_on_site
undead-girl-murder-farce,Undead Girl Murder Farce,anime,,witanime,,not_found_on_site
undead-unluck,Undead Unluck,anime,,witanime,,not_found_on_site
under-ninja,Under Ninja,anime,,witanime,,not_found_on_site
uniteup,UniteUp!,anime,,witanime,,not_found_on_site
urusei-yatsura-2022,Urusei Yatsura (2022),anime,,witanime,,not_found_on_site
utawarerumono-futari-no-hakuoro,Utawarerumono: Futari no Hakuoro,anime,,witanime,,not_found_on_site
vampire-hunter-d-2000,Vampire Hunter D (2000),anime,,witanime,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/فيلم-vampire-hunter-d-2000-مترجم.jpg,matched_name
vampire-in-the-garden,Vampire in the Garden,anime,,witanime,,not_found_on_site
vazzrock-the-animation,Vazzrock The Animation,anime,,witanime,,not_found_on_site
vivy-fluorite-eye-s-song,Vivy: Fluorite Eye's Song,anime,,witanime,,not_found_on_site
vlad-love,Vlad Love,anime,,witanime,,not_found_on_site
world-dai-star,World Dai Star,anime,,witanime,,not_found_on_site
yamada-kun-to-lv999-no-koi-wo-suru,Yamada-kun to Lv999 no Koi wo Suru,anime,,witanime,,not_found_on_site
yosuga-no-sora-in-solitude-where-we-are-least-alone,"Yosuga no Sora: In Solitude, Where We Are Least Alone",anime,,witanime,,not_found_on_site
yumemiru-danshi-wa-genjitsushugisha,Yumemiru Danshi wa Genjitsushugisha,anime,,witanime,,not_found_on_site
yuu-yuu-hakusho,Yuu☆Yuu☆Hakusho,anime,,witanime,https://pub-7bd753a4463049929e562aa677ad4251.r2.dev/anime/yuu-yuu-hakusho.jpg,matched_slug
yuusha-ga-shinda,Yuusha ga Shinda!,anime,,witanime,,not_found_on_site
yuusha-party-wo-tsuihou-sareta-beast-tamer-saikyoushu-no-nekomimi-shoujo-to-deau,"Yuusha Party wo Tsuihou sareta Beast Tamer, Saikyoushu no Nekomimi Shoujo to Deau",anime,,witanime,,not_found_on_site
yuzuki-san-chi-no-yonkyoudai,Yuzuki-san Chi no Yonkyoudai,anime,,witanime,,not_found_on_site
zom-100-zombie-ni-naru-made-ni-shitai-100-no-koto,Zom 100: Zombie ni Naru made ni Shitai 100 no Koto,anime,,witanime,,not_found_on_site
zuihou-de-zhaohuan-shi,Zuihou de Zhaohuan Shi,anime,,witanime,,not_found_on_site
